area;suites;bathrooms;parkings;value
222;3;3;2;3290000
115;1;3;1;980000
230;1;2;2;2800000
327;2;2;3;7191800
220;1;3;1;2130000
150;2;3;3;1590000
138;2;2;1;1090000
168;1;1;1;1490000
108;2;3;1;1200000
98;2;3;1;1200000
117;1;1;1;1200000
150;1;3;1;1300000
125;1;3;1;1500000
119;1;2;2;1700000
169;1;1;1;1800000
156;1;3;2;2290000
182;1;3;3;2650000
120;1;1;1;1780000
154;1;1;1;1750000
180;1;3;2;1990000
154;1;1;1;1800000
129;1;3;2;1445000
115;1;3;2;1100000
360;1;2;3;4180000
90;1;2;1;768000
150;1;3;1;1690000
220;1;3;1;2300000
110;1;3;1;1200000
144;2;2;2;2180000
115;2;3;2;1710000
210;1;3;2;3200000
96;1;3;1;1078000
100;1;3;1;1168000
140;1;3;1;1300000
212;1;1;2;2,00E+06
180;1;3;2;1650000
181;1;3;1;1700000
291;3;1;3;4800000
237;1;3;2;3,00E+06
231;1;3;2;2900000
170;1;3;1;1670000
138;1;2;1;1380000
156;1;3;1;1300000
124;1;2;2;3100000
85;1;3;1;940000
122;1;3;2;1700000
207;1;1;2;2090000
98;1;2;1;928000
245;2;1;3;3600000
87;1;2;1;8,00E+05
203;3;3;2;3250000
195;2;3;3;5871000
228;1;3;2;2199000
212;1;3;2;2770000
89;1;2;1;849000
129;1;3;1;1680000
71;1;2;2;1400000
70;1;1;1;1150000
136;2;3;2;2200000
130;1;3;2;1450000
117;1;3;1;1600000
117;1;3;1;1600000
100;1;3;1;1030000
155;2;3;2;2100000
162;1;3;1;1588000
98;2;3;1;1270000
96;1;2;1;1350000
136;2;3;2;1858000
230;3;1;3;2890000
140;1;1;1;1380000
310;1;2;2;5,00E+06
160;1;2;2;1650000
81;1;2;1;850000
111;1;2;1;1380000
270;1;3;1;3,00E+06
200;1;1;2;2770000
165;1;3;2;1800000
140;1;3;1;1380000
93;1;3;1;1100000
186;1;3;1;2700000
160;1;3;2;1750000
105;1;3;2;1498000
222;1;3;2;2,00E+06
130;1;3;1;1500000
100;1;3;2;1300000
200;3;3;3;2100000
249;3;3;2;3990000
71;1;1;1;1490000
292;1;3;2;2500000
105;1;1;1;980000
160;1;3;1;2650000
140;2;1;3;1600000
135;1;3;1;1600000
155;1;3;1;1800000
119;1;3;2;1700000
120;1;3;2;1490000
117;1;1;1;1070000
136;1;2;3;1885000
62;1;1;1;1203000
193;1;3;1;1900000
180;2;3;1;2120000
120;1;3;1;1190000
115;1;3;1;1350000
136;1;3;1;1595000
228;1;3;2;3160000
188;1;3;2;2600000
225;2;3;3;3198000
86;1;1;2;1550000
107;1;2;1;950000
117;1;3;1;970000
186;3;3;3;2340000
130;1;3;1;1500000
27;1;1;1;340000
161;1;2;1;2100000
176;1;1;2;2390000
138;1;3;1;1700000
156;1;1;2;2270000
112;1;3;1;1500000
127;1;2;1;1600000
150;1;3;1;1990000
240;1;2;2;2100000
138;1;3;1;1700000
118;1;2;1;1390000
185;1;2;2;1780000
136;1;2;1;1596000
290;2;2;2;4500000
58;1;1;1;840000
81;1;3;1;1230000
127;1;3;1;1300000
79;1;2;1;8,00E+05
151;1;1;1;1550000
142;1;3;1;1150000
140;1;3;1;1300000
130;1;3;1;1550000
95;1;2;1;960000
220;2;3;1;2050000
130;1;1;1;1700000
210;1;3;2;1500000
110;1;2;1;1200000
340;3;3;2;4400000
165;1;3;2;1950000
90;1;2;1;1320000
186;1;3;2;2400000
151;1;1;3;2800000
163;1;2;1;1500000
136;1;1;1;1060000
130;1;3;1;1700000
70;1;2;1;1200000
245;1;2;2;2500000
136;1;3;1;1596000
187;1;3;1;2491000
184;1;3;1;1800000
153;1;3;1;2280000
113;1;2;1;1248000
91;1;2;1;1200000
90;1;3;1;1090000
124;2;2;2;1680000
169;1;3;1;1750000
140;1;2;1;1700000
160;1;1;1;1500000
142;1;3;2;1700000
170;1;1;2;1600000
130;1;3;2;1498000
220;1;1;2;2500000
276;2;2;1;3,00E+06
260;1;2;2;3500000
194;1;2;1;1900000
123;1;3;2;1450000
160;1;3;1;1500000
195;2;2;2;5551800
160;1;3;2;1550000
95;1;3;1;940000
83;1;2;2;1800000
94;1;2;1;1350000
162;1;3;1;1680000
140;2;3;1;1484000
86;1;2;2;1650000
237;1;3;1;1680000
273;3;1;2;2900000
169;1;2;1;1640000
169;1;3;1;2900000
140;1;3;1;1540000
207;1;3;2;2100000
212;1;1;2;2290000
258;1;3;2;3800000
112;2;3;1;1790000
230;2;2;1;2295000
84;1;2;1;1350000
187;1;2;1;1800000
85;1;2;1;850000
150;1;3;1;1600000
273;3;3;3;4350000
184;1;3;1;2350000
230;2;3;3;3500000
142;1;3;2;1700000
145;1;3;2;1495000
132;1;1;3;2700000
33;1;2;1;450000
160;1;3;2;1550000
86;1;2;1;980000
140;2;3;2;1280000
95;2;2;1;1300000
130;1;3;1;1700000
136;1;3;1;1590000
120;1;2;2;1350000
258;1;1;3;2800000
200;3;3;3;2200000
110;1;3;1;1150000
80;1;1;1;990000
90;1;2;1;1100000
250;1;3;2;2150000
180;1;1;1;1800000
140;1;2;1;950000
87;1;1;1;1100000
160;1;3;2;2300000
120;1;3;1;1290000
146;1;3;1;1400000
154;1;3;1;1800000
155;1;2;2;1170000
120;1;3;1;1780000
190;1;3;1;2200000
150;1;3;1;2120000
110;1;3;2;1500000
140;1;1;1;1740000
207;1;3;2;2750000
205;1;2;1;2400000
170;1;2;1;1700000
124;1;3;2;1380000
112;2;2;1;1790000
180;1;2;2;1600000
189;2;2;1;3400000
190;1;3;1;2850000
69;1;1;1;1080267
136;1;3;2;1700000
151;1;3;2;1800000
184;1;2;2;1990000
110;2;3;1;1350000
225;2;3;3;4,00E+06
194;1;3;1;1990000
160;1;3;2;1569000
166;3;3;1;1600000
220;1;3;1;2220000
128;1;3;1;1300000
240;1;3;1;2598000
170;1;3;1;1850000
170;1;3;1;1700000
125;1;3;1;1650000
190;2;2;1;3,00E+06
106;1;3;1;1300000
168;2;2;2;2150000
48;1;1;1;460000
210;1;3;2;3,00E+06
135;1;2;1;1100000
40;1;1;1;550000
80;1;1;1;990000
150;2;3;3;1590000
186;1;3;1;2800000
290;1;2;2;4700000
87;1;3;1;1100000
136;1;3;1;1595000
150;1;2;1;2,00E+06
186;1;3;3;2100000
270;2;3;2;3900000
144;1;2;1;1915000
113;2;2;1;1600000
210;1;3;2;1850000
191;1;3;1;2100000
109;1;3;2;1348000
223;2;3;2;2650000
100;1;2;1;1170000
184;1;2;3;2650000
296;2;3;2;3500000
127;1;2;1;1300000
116;1;2;2;949000
115;1;3;1;1350000
270;2;2;2;4500000
113;1;3;2;1500000
156;1;3;2;2190000
180;1;3;2;1900000
250;1;3;2;3,00E+06
49;1;2;1;980000
130;1;3;1;1600000
82;1;2;2;1490000
210;1;3;2;2400000
96;1;3;1;1280000
160;1;2;2;1750000
48;1;2;1;560000
38;1;1;1;560000
220;1;3;1;2550000
130;2;2;1;1350000
210;1;3;2;2675000
250;1;1;2;3300000
115;1;3;1;1200000
80;1;2;1;1070000
177;1;2;1;2450000
184;1;3;1;2350000
110;1;3;1;1150000
115;1;3;1;1150000
214;2;3;3;3250000
160;1;3;2;2298000
225;2;3;2;2800000
169;1;3;2;2340000
300;1;1;1;1,00E+06
122;1;2;1;1290000
110;1;3;1;979000
200;1;3;2;2100000
222;3;3;2;3290000
160;1;3;1;2790000
94;1;2;1;1,00E+06
144;1;3;2;1500000
117;1;2;1;1280000
238;1;3;1;3490000
125;1;3;1;1650000
225;1;3;2;2850000
144;1;3;2;1500000
249;3;3;2;3990000
156;3;2;2;2270000
206;1;1;2;2700000
345;3;3;2;5400000
120;1;3;1;1700000
86;1;3;1;954000
180;1;1;2;1990000
170;1;2;1;1670000
205;1;2;2;2500000
212;1;2;2;2,00E+06
120;1;3;1;1780000
224;1;2;3;2650000
139;1;3;1;1450000
300;2;3;2;3500000
168;1;3;1;1800000
180;1;3;1;2100000
222;1;1;2;3390000
195;2;3;3;5162200
190;1;2;2;1780000
165;1;3;2;1950000
27;1;1;1;350000
323;1;1;3;2700000
182;3;3;3;2400000
112;2;3;1;1780000
79;1;2;2;1400000
200;1;2;1;2400000
222;2;3;3;3200000
450;3;1;3;1,30E+07
217;2;2;1;2300000
86;1;2;2;1350000
340;3;1;2;4300000
300;1;3;2;3400000
115;2;3;1;1700000
120;1;3;1;1300000
294;1;2;3;4380000
120;1;3;1;1780000
101;1;2;1;1450000
260;1;2;2;2600000
102;1;1;1;1200000
100;1;2;1;1240000
95;2;3;1;1300000
154;1;3;1;1600000
200;1;2;3;3,00E+06
140;1;2;2;1700000
83;1;1;2;2100000
192;1;2;1;2225000
205;1;3;2;2200000
94;2;2;2;1440000
160;1;3;2;1550000
118;1;3;1;1580000
205;1;3;2;2200000
150;1;3;2;1900000
189;1;1;1;1980000
57;1;2;1;861214
167;1;2;2;3,00E+06
155;1;3;1;1850000
110;1;3;1;1400000
27;1;1;1;350000
143;1;3;1;1115000
190;1;3;2;2500000
345;1;2;2;3,00E+06
140;1;1;1;1600000
130;1;2;2;2600000
130;1;2;2;1500000
162;1;3;1;1750000
135;1;3;1;1520000
170;2;3;1;1850000
189;1;3;1;1980000
135;1;3;2;1300000
180;1;1;2;1900000
146;3;3;2;1750000
145;1;2;1;1700000
100;1;3;1;1500000
120;1;3;2;1650000
230;1;3;1;3,00E+06
117;1;2;1;1100000
193;1;3;1;1970000
175;3;3;2;2490000
287;3;3;2;4490000
136;1;3;1;1150000
286;3;3;2;4390000
180;3;3;3;2400000
130;1;3;1;1650000
110;1;1;1;1500000
135;1;2;1;1435000
190;3;3;2;2250000
114;1;2;1;1150000
86;1;3;1;1050000
220;1;2;1;2,00E+06
180;1;3;1;1499000
330;1;2;2;3300000
132;1;3;1;1188000
100;1;1;1;1100000
100;1;1;1;1100000
130;1;3;1;1200000
237;2;3;2;3600000
156;3;3;2;2270000
215;1;1;2;2600000
100;2;1;1;1290000
158;1;2;1;1950000
110;1;3;2;1500000
90;1;3;1;1325000
249;2;3;2;4400000
214;3;3;3;3200000
154;1;3;2;2050000
156;1;3;2;1890000
79;1;1;1;850000
200;1;2;2;2600000
140;1;3;1;1500000
80;1;3;1;1280000
136;1;3;3;1870000
119;2;2;1;1790000
100;1;2;1;1240000
181;3;1;3;2650000
136;1;2;3;1870000
180;1;3;1;1800000
115;1;2;2;1400000
245;1;3;2;3500000
229;1;1;2;3900000
100;1;3;1;990000
310;2;3;2;6,00E+06
300;1;3;2;3800000
210;1;2;2;3,00E+06
138;2;3;2;4050000
180;1;1;2;2600000
121;1;3;1;1350000
104;1;2;1;1300000
144;1;3;2;1700000
105;1;3;2;1850000
94;1;2;2;1140000
134;1;2;1;1650000
180;1;3;2;1790000
151;1;2;2;2290000
381;1;2;2;5300000
120;1;3;1;1820000
144;1;3;2;1261400
120;1;3;2;1500000
165;1;3;2;1390000
70;1;2;1;1028215
170;1;1;1;1900000
90;1;3;1;1210000
207;1;3;2;2100000
120;1;2;1;1,00E+06
120;1;2;1;1,00E+06
230;1;3;2;2800000
169;1;1;1;1750000
222;3;3;2;3390000
156;1;1;2;2290000
180;1;3;2;1600000
112;1;1;2;1700000
158;1;1;1;1850000
120;1;3;1;1400000
220;1;2;2;3050000
180;1;3;2;1900000
182;1;3;3;2650000
136;1;1;2;1600000
144;1;3;1;1915000
170;1;3;2;1600000
161;3;2;2;3590000
203;1;1;1;2400000
62;1;2;1;1290000
112;2;3;2;1630000
227;1;3;1;2200000
153;1;3;1;2150000
205;1;3;1;2400000
200;1;3;1;2090000
132;1;3;1;1380000
156;3;3;2;2190000
205;1;3;2;2200000
99;1;3;1;1250000
101;1;3;1;978000
213;1;2;2;2700000
102;1;3;1;988000
230;1;3;2;2500000
68;2;3;2;840000
71;1;1;1;1490000
223;2;2;3;3200000
141;1;3;2;1850000
130;1;1;1;1400000
103;2;3;1;1350000
153;2;2;1;1900000
120;1;1;2;1400000
94;1;2;2;9,00E+05
94;1;2;2;9,00E+05
300;2;3;2;3500000
215;1;2;1;1700000
115;1;3;1;1350000
115;2;3;1;1750000
346;3;3;2;5320000
120;1;2;2;1100000
210;1;2;1;2500000
137;1;2;1;1270000
151;1;2;3;2790000
168;1;3;2;1710000
160;2;1;1;2120000
160;1;2;1;1950000
203;3;3;2;3150000
195;1;3;2;2500000
27;1;1;1;340000
27;1;1;1;340000
95;1;3;1;1200000
222;1;3;2;2,00E+06
143;1;1;1;1150000
130;1;3;1;1480000
207;1;2;2;2100000
144;1;1;1;1915000
120;1;3;1;1450000
125;2;3;1;2650000
275;1;2;2;3,00E+06
105;1;2;1;1350000
27;1;1;1;350000
204;1;1;2;2050000
136;1;3;1;1590000
138;1;2;1;1060000
158;2;3;3;1590000
141;1;3;2;1700000
135;1;3;1;1300000
119;1;3;1;1750000
235;2;3;1;2300000
160;1;3;2;1580000
260;3;3;2;3500000
107;1;2;1;950000
110;1;2;1;1250000
231;2;3;2;2862000
302;1;3;2;4100000
228;1;3;2;3160000
144;1;3;1;1915000
270;1;2;2;4100000
140;2;3;3;2500000
195;2;3;3;5357000
113;1;2;1;1100000
210;1;2;2;2400000
41;1;1;1;562000
198;1;1;1;2500000
130;1;3;2;1690000
206;1;1;2;2500000
156;3;3;2;2190000
210;1;2;2;2280000
275;3;3;3;4800000
78;1;2;1;755000
188;1;3;2;2600000
156;1;2;2;2290000
136;1;3;2;1600000
177;1;3;1;1400000
208;2;3;2;2500000
173;1;2;2;2020000
212;1;2;2;2,00E+06
228;1;3;2;3160000
139;1;2;1;1980000
163;2;3;1;1600000
65;1;2;2;1250000
160;1;3;2;1700000
150;1;3;1;1550000
105;1;3;2;1850000
206;1;3;2;2500000
27;1;1;1;350000
71;1;1;1;1490000
160;1;2;2;2200000
27;1;1;1;350000
120;1;2;1;1550000
113;2;2;1;1400000
70;1;1;2;1020500
250;1;3;2;3,00E+06
144;1;3;1;1900000
190;1;2;1;980000
158;1;2;2;2150000
70;1;2;1;1197108
120;1;3;1;1290000
96;1;1;1;1080000
90;1;2;2;1590000
214;1;3;3;2300000
106;1;3;2;1740000
107;1;3;1;1200000
130;1;1;1;1500000
27;1;1;1;340000
111;1;3;1;2400000
112;2;2;1;1790000
160;2;1;1;1650000
103;2;3;1;1350000
190;1;3;2;2600000
130;1;3;2;1500000
79;1;2;1;8,00E+05
186;1;3;2;2350000
200;1;1;2;4300000
80;1;2;1;1070000
210;1;2;2;2200000
300;1;1;3;3800000
190;1;3;1;2100000
180;1;3;2;1600000
191;2;3;3;2,00E+06
101;2;2;1;1370000
117;1;3;1;1750000
78;1;2;1;850000
160;1;2;2;1700000
146;1;2;1;1535000
160;3;3;3;2600000
100;1;1;1;1380000
207;1;3;2;2300000
120;1;3;1;1650000
94;1;2;2;1140000
120;1;2;1;2500000
142;1;3;2;1700000
110;1;2;1;1485000
100;1;2;1;1100000
170;1;3;1;1800000
95;2;3;1;1300000
136;2;3;2;2100000
230;2;2;2;3,00E+06
172;2;3;2;2100000
238;1;2;1;3100000
95;1;2;1;1100000
140;1;3;1;1600000
136;1;3;1;1100000
270;2;3;2;4500000
310;1;2;3;4500000
140;2;3;1;1800000
120;2;3;2;1500000
226;1;3;2;2200000
190;1;1;2;2900000
100;1;3;1;1200000
340;1;1;2;3200000
97;1;3;1;940000
58;1;1;1;1250000
190;1;1;2;2990000
160;1;3;2;1700000
180;1;2;1;1340000
71;1;2;1;1490000
96;1;3;1;1180000
96;1;1;1;840000
117;1;3;1;1100000
189;1;3;1;1950000
169;1;3;1;2900000
124;2;2;2;1680000
126;1;2;2;2560000
115;1;3;1;1100000
171;1;3;1;2300000
228;2;3;2;3160000
147;2;2;3;1590000
286;3;1;2;4490000
245;2;3;3;3600000
310;1;3;2;4500000
128;1;2;1;820000
210;1;2;2;3100000
300;1;3;2;3800000
70;1;2;3;1800000
140;1;3;2;1780000
130;1;3;1;1600000
180;1;3;1;1900000
125;1;3;1;1500000
100;1;3;1;950000
214;1;2;2;3250000
160;1;2;1;1850000
138;1;2;1;1190000
200;1;3;2;3200000
111;1;3;1;1350000
82;1;2;2;1399000
110;1;3;1;1400000
256;1;2;3;4800000
110;1;3;1;1450000
130;1;2;1;1380000
213;1;3;1;2850000
117;1;3;1;1250000
117;1;3;1;1750000
79;1;1;1;8,00E+05
115;1;1;1;1480000
165;1;3;2;1800000
181;1;3;1;1350000
135;1;3;1;1430000
156;1;3;2;1839000
27;1;1;1;330000
158;1;2;1;1600000
135;1;2;1;1644790
120;1;2;2;1400000
82;1;2;1;850000
290;1;3;2;2100000
240;1;3;1;2300000
120;1;2;1;1190000
152;1;3;1;1800000
96;1;3;1;954000
85;1;2;1;850000
110;1;2;2;1500000
290;3;1;2;4690000
96;1;3;1;990000
95;1;2;1;1200000
290;3;3;2;4690000
135;1;3;1;1530000
190;1;3;2;2900000
130;1;1;1;1500000
71;1;2;1;1490000
27;1;1;1;340000
180;1;3;2;2,00E+06
169;1;2;1;1600000
156;1;3;2;2290000
140;1;1;1;1400000
103;1;3;1;1100000
250;2;3;2;2389000
180;1;2;1;1600000
144;1;3;1;1915000
450;2;2;3;1,30E+07
160;1;2;2;2,00E+06
110;1;3;1;1400000
110;1;3;1;1400000
250;1;2;2;5,00E+06
144;1;2;2;1689000
250;3;3;2;3390000
215;1;2;2;2760000
100;1;3;1;1,00E+06
425;1;3;3;5,00E+06
103;1;2;1;1090000
181;3;3;3;3200000
145;2;3;3;2490000
98;1;2;1;1200000
116;1;2;1;1601019
118;1;3;1;980000
89;1;2;2;1298000
60;1;1;1;1036781
208;1;2;2;2900000
96;1;3;1;990000
151;1;2;3;2800000
27;1;1;1;350000
117;1;3;1;1300000
84;1;2;1;1280000
163;1;3;2;2400000
230;2;3;2;3490000
146;1;2;1;1850000
116;1;2;1;1601019
102;1;2;1;1272000
180;1;2;1;1500000
140;1;3;1;1570000
201;1;2;2;2700000
220;2;3;2;2700000
55;1;1;1;1150000
210;1;3;3;1639000
144;1;2;1;1900000
210;1;2;2;2400000
347;1;2;2;3200000
206;1;2;2;2500000
116;1;2;2;949000
112;1;3;1;1,00E+06
219;1;3;2;2600000
210;1;3;2;3,00E+06
219;2;3;1;2300000
455;3;3;3;5700000
125;1;3;1;1600000
90;1;3;1;840000
136;1;2;1;1490000
109;1;2;1;1340000
180;1;1;1;1700000
155;1;3;2;2390000
135;1;3;1;1520000
231;1;3;1;2200000
425;1;3;3;5,00E+06
139;1;2;1;1500000
110;1;3;1;1290000
340;3;3;2;4350000
208;1;3;2;1800000
203;1;2;2;1900000
129;1;3;1;1460000
134;1;2;2;2500000
96;1;3;1;850000
120;1;3;1;1190000
120;1;3;1;1568000
140;1;3;1;1350000
180;1;3;2;2500000
105;1;1;2;1498000
27;1;1;1;430000
170;1;3;1;1188000
123;2;3;1;1750000
140;1;1;1;1390000
102;1;3;1;1228000
112;1;3;1;1388000
127;2;2;2;2600000
115;1;3;1;1080000
70;1;2;1;1019228
140;1;3;2;1270000
104;1;2;1;1300000
130;1;2;1;1700000
160;1;3;2;1560000
280;3;3;3;3,00E+06
220;1;2;2;3190000
203;1;3;2;1720000
216;1;1;1;2700000
110;1;3;1;1250000
170;1;2;2;2300000
130;1;3;1;1595000
160;1;3;2;1600000
120;1;3;1;1187000
200;1;3;3;2700000
145;1;3;2;1350000
120;1;3;1;1250000
104;1;3;1;1240000
120;1;2;2;1700000
82;1;3;1;848000
126;1;3;2;1600000
55;1;1;1;904000
82;1;3;1;848000
126;1;3;2;1600000
96;1;3;1;1200000
220;1;3;2;2500000
113;1;3;1;1250000
120;1;1;1;1780000
37;1;1;1;350000
87;1;3;1;880000
140;1;3;1;1160000
212;1;3;2;2,00E+06
145;1;2;2;2200000
210;1;1;2;3200000
140;1;3;1;1570000
79;1;2;1;8,00E+05
180;1;3;1;1800000
115;1;2;1;1350000
105;1;3;1;1500000
144;1;3;1;1915000
170;1;2;1;1800000
220;1;3;1;2300000
260;1;3;3;4500000
112;1;2;1;1500000
170;1;2;2;2300000
286;1;2;2;4390000
222;1;3;2;1800000
163;1;3;2;1800000
200;1;3;2;1600000
138;1;3;1;1150000
158;1;3;1;1550000
55;1;1;1;904000
90;1;2;2;1328000
134;1;2;1;1500000
110;1;3;1;1064800
140;1;3;1;1650000
160;1;2;2;1712000
102;1;3;1;1228000
100;1;2;1;1100000
136;1;2;2;1600000
194;1;3;1;1990000
163;3;3;2;2490000
110;1;3;1;1290000
70;1;2;1;1222000
163;3;3;2;2470000
600;3;1;3;8,00E+06
112;1;2;1;958000
62;1;2;1;1237000
194;1;2;3;1900000
86;1;2;2;1600000
287;3;3;2;4390000
160;1;3;1;1588000
163;1;2;1;1500000
180;1;3;2;2300000
260;1;2;3;4,00E+06
136;1;2;3;1800000
30;1;1;1;350000
126;1;3;1;1980000
138;1;3;1;1350000
135;1;1;1;1430000
135;1;1;1;1430000
135;1;3;1;1430000
136;1;2;1;1543000
140;1;2;1;1790000
119;1;1;2;1700000
162;1;3;2;1900000
168;1;3;1;2350000
120;1;3;1;1800000
203;1;2;1;1800000
180;1;3;1;1600000
310;1;3;2;4140000
95;2;3;1;1300000
125;2;2;1;1750000
160;1;1;2;1800000
110;1;2;2;2450000
27;1;1;1;320000
110;1;3;1;1100000
126;1;2;1;1800000
123;2;3;1;1739000
112;1;2;1;960000
58;1;2;1;750000
210;2;3;2;2690000
144;1;3;1;1915000
140;1;3;1;1350000
89;2;2;2;1300000
120;1;3;1;1700000
122;1;2;2;1700000
97;1;3;1;1100000
110;1;3;1;1100000
130;1;2;2;1450000
136;1;3;1;1520000
60;1;2;1;1036000
187;1;2;2;4500000
132;1;3;1;1579000
70;1;1;1;1028000
202;1;3;1;1950000
115;2;3;1;1750000
148;1;3;1;2050000
125;1;2;1;1570000
345;1;3;2;3800000
345;1;3;2;3800000
159;1;3;1;2150000
162;1;1;1;1750000
210;1;3;2;3200000
154;1;2;1;1850000
117;1;2;1;1100000
145;1;2;2;1700000
218;1;1;2;4,00E+06
179;1;1;2;1800000
178;1;2;2;1890000
186;1;3;1;1323000
147;2;3;2;2660000
145;1;2;2;1590000
186;1;3;1;1600000
100;1;2;2;1150000
98;1;3;1;1200000
208;1;1;2;2350000
110;1;2;1;1290000
135;3;3;1;1650000
166;1;2;1;2200000
180;2;3;1;1750000
118;1;1;1;1250000
164;1;3;1;1490000
100;1;2;1;1170000
180;1;2;1;1600000
130;1;3;2;1500000
136;1;2;2;1600000
180;2;2;2;2500000
130;1;2;2;1600000
142;1;3;2;1700000
120;1;2;1;1750000
90;1;3;1;888000
170;1;3;2;1790000
162;1;1;1;1850000
105;1;1;1;960000
184;1;3;1;2500000
156;2;3;1;1385000
180;1;3;2;1950000
112;1;3;2;1818000
230;1;3;2;2480000
161;1;3;1;2,00E+06
180;2;2;3;3,00E+06
89;2;3;2;1650000
150;1;2;3;3500000
113;1;3;1;1295000
232;2;3;2;2879000
125;1;1;1;1500000
142;1;3;1;1150000
130;1;3;1;1500000
96;1;1;1;1080000
135;2;2;2;1860000
61;1;2;2;1200000
64;1;1;1;1300000
100;1;3;1;990000
140;1;3;1;1350000
119;1;3;2;960000
225;1;3;2;3400000
124;1;3;2;1400000
162;1;2;1;1850000
160;1;3;1;1800000
242;2;3;2;2700000
186;3;3;3;2340000
109;1;3;2;1350000
105;1;2;1;1550000
100;1;3;1;1148000
340;3;3;2;4400000
130;1;3;1;1550000
200;1;2;2;2280000
200;1;3;1;1200000
140;1;3;1;1300000
189;1;3;1;2020000
110;1;3;2;1450000
150;1;2;3;2790000
150;1;2;3;2790000
140;1;2;1;1500000
106;1;3;1;1300000
140;1;3;1;1540000
144;1;3;1;1590000
150;1;3;1;1750000
260;2;3;2;4300000
184;1;3;1;3,00E+06
140;1;3;1;1540000
150;2;3;3;1590000
85;1;2;1;850000
150;2;3;3;1598000
241;2;3;2;3800000
136;1;1;1;1060000
190;1;3;1;1980000
347;1;1;2;3250000
184;1;2;1;2500000
95;2;2;1;1298000
140;1;3;1;1800000
130;1;1;2;1600000
96;1;1;1;1080000
240;1;2;2;2400000
130;1;1;2;1600000
240;1;2;2;2400000
186;1;3;1;2700000
98;1;3;1;1200000
115;1;3;1;1150000
196;3;1;3;2780000
247;1;3;2;2650000
120;1;3;2;1400000
132;1;2;2;1600000
107;1;3;1;1150000
228;1;3;2;3160000
120;1;3;1;1280000
154;1;3;1;1800000
143;1;3;2;1700000
151;1;2;3;2790000
130;1;3;1;1550000
195;2;3;2;3500000
158;1;3;1;1600000
190;1;2;2;2250000
93;1;1;1;1100000
136;2;3;2;2100000
220;1;3;1;2220000
124;1;2;1;1900000
150;1;1;1;1600000
125;1;2;1;1510000
129;2;3;1;1640000
247;1;3;2;2650000
174;2;2;3;2500000
55;1;2;1;1360000
160;1;3;2;1550000
160;1;3;2;1550000
87;1;2;1;8,00E+05
106;1;3;1;1300000
210;2;2;1;2300000
142;1;3;1;1450000
80;1;1;1;820000
138;1;3;1;1200000
154;1;3;1;1800000
190;1;2;1;1170000
115;1;3;2;1700000
169;1;2;1;1590000
188;3;3;3;2350000
226;2;3;2;3490000
205;1;3;2;2400000
182;1;3;3;2650000
170;1;2;1;1800000
150;1;3;3;2785000
207;1;1;2;2100000
120;1;3;1;1272000
130;1;2;1;1395000
250;1;3;2;2800000
200;1;3;2;2600000
160;1;2;2;1680000
208;1;1;2;2700000
144;1;3;1;1915000
180;1;1;1;1800000
80;1;3;1;850001
180;1;1;1;1800000
80;1;3;1;850001
156;1;2;2;2270000
126;1;2;1;1980000
154;1;3;1;1600000
151;1;3;3;2800000
118;1;3;1;1580000
120;1;3;1;1300000
103;1;2;1;1,00E+06
138;1;3;1;1700000
118;1;3;1;1390000
220;2;2;1;2300000
156;1;3;1;1300000
150;1;3;1;1500000
68;2;3;2;840000
222;1;3;2;2300000
100;1;2;1;1170000
135;1;2;1;1980000
112;1;2;1;1400000
182;1;2;3;2650000
58;1;1;1;840000
107;1;3;1;1150000
121;1;3;1;1350000
130;1;3;2;1450000
219;2;3;1;4,00E+06
66;1;1;1;720000
220;1;3;1;2,00E+06
154;1;3;1;1600000
141;1;3;1;1300000
182;1;3;1;2338000
425;1;1;3;5500000
190;3;3;2;2250000
120;1;3;1;1700000
120;1;3;1;1700000
154;1;3;1;1800000
219;1;3;2;3500000
142;1;3;2;1700000
160;1;3;2;1750000
128;1;3;1;1280000
95;1;3;1;940000
95;1;3;1;940000
110;1;3;1;1150000
280;1;3;2;3700000
138;1;2;1;1596000
98;2;3;1;1289000
95;1;3;2;1350000
190;1;1;1;2100000
40;1;2;1;880000
90;1;1;1;788000
100;1;2;1;890000
204;1;3;2;2050000
205;1;2;1;2120000
45;1;1;1;550000
110;1;2;1;1200000
250;2;3;2;2879000
115;2;3;1;1650000
150;1;2;1;1600000
121;1;2;1;1100000
112;1;3;1;1400000
136;1;3;1;1450000
122;1;1;1;1400000
110;1;3;1;1150000
189;1;3;1;1900000
109;1;1;1;1500000
138;1;3;1;1500000
84;1;2;1;1350000
136;1;2;2;1530000
230;3;3;2;3200000
86;1;1;1;940000
283;3;3;2;4380000
156;1;3;2;1890000
120;1;3;1;1600000
156;3;3;2;2190000
183;1;2;1;1890000
130;1;3;2;1500000
140;1;3;2;2,00E+06
86;1;2;1;1150000
180;1;3;2;4,00E+06
216;2;3;2;2700000
268;1;2;2;3600000
156;1;3;2;1890000
178;1;3;2;1800000
138;1;2;1;1596000
150;1;3;1;2120000
128;1;2;1;1500000
297;1;3;2;2880000
162;1;1;1;1850000
100;1;3;1;990000
115;2;3;1;1650000
123;1;3;3;1820000
160;1;2;2;1680000
280;1;3;2;5300000
180;1;3;1;1499000
123;1;3;3;1820000
160;1;2;2;1680000
207;1;3;2;2400000
280;1;3;2;5300000
102;1;2;1;1200000
