area;suites;bathrooms;parkings;value
144;1;3;1;1915000
119;1;3;1;1270000
190;1;3;1;2100000
280;1;3;2;5700000
90;1;1;1;1290000
90;1;1;1;1290000
166;1;3;2;1495000
110;1;2;1;1200000
189;1;3;1;1900000
160;1;3;1;1275000
200;1;3;1;1900000
110;1;1;1;970000
100;1;3;1;1500000
115;1;3;1;1500000
292;1;2;3;2110000
255;3;1;3;4190000
212;1;1;2;2700000
103;2;3;1;1350000
103;2;3;1;1350000
260;1;3;2;3200000
112;2;2;1;1790000
140;1;3;1;1500000
230;3;3;2;3800000
135;2;2;3;2500000
110;1;3;1;1400000
140;1;3;1;1500000
185;1;3;2;1850000
49;1;2;1;1285000
239;1;1;1;2100000
250;3;3;2;3300000
140;1;3;1;1705000
98;2;2;1;1290000
120;1;2;1;1,00E+06
130;1;2;1;1450000
180;1;3;1;1800000
221;1;3;2;2200000
130;1;1;1;1,00E+06
110;1;2;1;1080000
213;1;1;2;2600000
170;1;1;2;1500000
317;2;3;3;3100000
120;1;3;1;1300000
140;1;1;1;1570000
120;1;3;1;1780000
252;2;3;2;5,00E+06
110;1;3;1;1484000
89;2;2;2;1400000
120;1;3;1;1820000
140;1;3;2;1700000
200;1;1;2;1500000
153;1;3;1;2150000
138;1;2;1;1450000
148;2;3;1;1750000
104;1;2;1;2129000
113;2;1;1;1350000
106;1;2;2;1245000
191;1;3;1;1200000
107;1;2;1;950000
102;1;3;1;1248000
226;1;2;2;2500000
260;1;3;2;3550000
225;1;2;2;3400000
194;1;3;1;1990000
190;1;3;1;2100000
196;1;3;1;1800000
250;3;3;2;3300000
160;1;2;2;1750000
80;1;2;1;1070000
200;1;1;2;3,00E+06
101;2;2;1;1370000
115;2;3;1;1750000
94;1;3;1;989000
136;2;2;2;2100000
90;1;2;2;1400000
192;1;2;1;2090000
223;1;3;2;3200000
120;1;2;1;2500000
95;1;3;1;1200000
210;1;2;2;3200000
139;1;3;1;1470000
122;1;3;2;1800000
130;1;3;1;1550000
142;1;3;2;1700000
98;2;2;1;1290000
270;2;2;2;3900000
115;1;3;1;1300000
108;1;2;1;1100000
160;1;3;2;1580000
177;1;3;1;1400000
150;1;3;2;1900000
129;1;1;1;1500000
320;3;3;2;6800000
153;1;3;1;2150000
250;1;3;2;3,00E+06
140;2;3;1;1800000
191;1;3;1;1200000
110;1;2;1;1250000
104;1;2;1;2129000
80;1;2;1;848000
95;1;2;1;1100000
135;2;2;1;1750000
95;2;3;1;1300000
140;1;2;1;1900000
70;1;2;1;2200000
130;1;2;1;1450000
160;1;3;1;998800
136;1;3;3;1870000
188;1;3;2;2600000
70;1;1;1;965000
100;1;2;1;1240000
160;1;3;2;1650000
192;1;2;2;2750000
90;1;3;1;980000
94;1;3;1;989000
96;1;3;1;1080000
190;1;3;1;2100000
225;1;2;2;3270000
138;1;2;1;1060000
345;1;2;2;3200000
96;1;3;1;990000
156;3;3;3;2600000
95;1;3;1;1200000
119;1;3;1;1750000
150;1;1;1;2,00E+06
101;2;2;1;1370000
104;1;2;1;1300000
111;1;3;1;2400000
250;1;3;1;2,00E+06
139;2;3;2;2200000
117;1;3;1;1250000
177;1;3;1;1400000
250;1;3;2;2500000
101;2;2;1;1370000
300;1;2;2;4,00E+06
340;3;3;2;5320000
212;1;2;2;2750000
151;1;3;3;2800000
78;1;2;1;1100000
129;1;1;1;1500000
136;2;3;2;2100000
136;2;3;2;2100000
230;3;3;2;3790000
110;1;3;1;1485000
119;1;3;1;1250000
145;1;3;1;1700000
146;1;2;3;1490000
120;1;3;1;1300000
125;1;2;1;1510000
172;1;3;1;1700000
120;1;2;1;1350000
186;1;3;2;2350000
338;1;2;2;3800000
260;3;3;2;3500000
96;1;2;1;1590000
220;1;2;2;2400000
129;1;3;1;1500000
90;1;3;2;1350000
85;1;2;2;1100000
210;1;2;2;2100000
120;1;3;1;948000
187;1;3;1;1995000
169;1;3;1;1650000
95;1;2;1;1100000
136;2;3;2;2100000
103;1;3;1;1240000
170;1;3;1;1800000
130;1;1;2;1450000
80;1;2;3;1500000
102;1;2;1;1100000
95;1;2;1;1550000
95;1;2;1;1550000
212;1;1;2;2770000
250;1;2;2;3480000
140;1;3;1;1300000
226;1;3;2;2200000
184;1;2;1;2700000
120;2;3;2;1500000
250;2;3;2;2900000
140;1;2;2;1700000
126;1;2;2;2560000
96;1;3;1;1180000
200;1;2;2;2500000
43;1;1;1;638550
190;1;3;1;1700000
109;1;3;1;1300000
250;1;3;2;3,00E+06
89;2;1;1;1060000
140;2;2;1;1448000
190;1;3;1;2100000
82;1;2;2;1399000
82;1;2;2;1399000
180;1;1;2;1600000
145;1;3;1;1650000
162;1;3;1;1380000
54;1;1;1;1360000
98;1;1;1;1600000
150;1;2;1;2,00E+06
207;1;3;2;2300000
207;1;3;2;2300000
250;1;2;2;2800000
249;3;3;2;3990000
115;2;2;1;1750000
162;1;2;1;1830001
96;1;3;1;1080000
30;1;1;1;445500
200;3;3;3;3200000
96;1;3;1;954000
120;1;2;2;1500000
98;1;3;1;1198000
200;1;3;2;2600000
83;1;2;1;1300000
200;1;3;2;2600000
83;1;2;1;1300000
300;1;2;2;4,00E+06
97;1;3;1;1080000
27;1;1;1;515000
117;1;3;1;1200000
230;2;3;2;3490000
270;2;2;2;4500000
290;2;3;2;3245000
140;2;3;1;1800000
172;2;3;2;2100000
156;3;2;2;2190000
146;1;2;1;1550000
152;1;3;1;1850000
96;1;3;1;850000
190;1;3;1;1490000
122;1;3;2;1800000
120;1;2;1;1350000
96;1;3;1;990000
110;1;3;2;1350000
130;1;3;1;1800000
250;2;3;2;2389000
100;1;3;1;988000
170;1;2;3;1680000
104;1;1;1;1300000
120;1;1;1;1190000
138;2;3;1;1150000
153;1;3;1;2350000
249;1;2;1;1769000
187;1;3;1;2340000
153;1;3;1;2350000
249;1;2;1;1769000
130;1;1;1;1500000
187;1;3;1;2340000
241;1;2;2;3400000
180;1;3;1;1500000
190;1;3;3;2350000
100;1;2;2;1150000
213;1;3;1;2850000
78;1;2;2;850000
220;1;2;1;2300000
300;1;2;2;4,00E+06
223;2;2;2;2500000
96;1;3;1;954000
89;2;1;1;1060000
97;1;3;1;1080000
125;1;3;1;1500000
222;3;3;2;3290000
90;1;3;1;840000
152;1;3;1;1850000
203;3;3;2;3150000
120;1;3;2;950000
221;1;3;2;2170000
112;1;3;1;1,00E+06
140;1;3;2;1850000
42;1;1;1;688000
122;1;3;2;1800000
122;1;3;2;1800000
96;1;3;1;990000
254;3;3;3;3600000
110;2;3;1;1350000
180;1;3;1;1500000
153;1;3;1;2350000
129;1;3;1;1460000
105;1;3;1;948000
175;2;3;1;1780000
150;1;3;1;2,00E+06
280;3;3;2;4240000
230;1;2;2;2650000
231;1;3;1;2200000
96;1;3;1;850000
115;1;1;1;1300000
223;2;2;2;2500000
115;1;2;2;1495000
118;1;3;1;980000
68;1;2;1;788000
155;1;3;2;2300000
257;1;3;2;3800000
156;3;3;2;2190000
130;1;1;1;1700000
260;1;3;3;5000001
86;1;3;1;940000
120;1;3;2;1750000
130;1;3;2;1704000
187;1;2;1;2500000
185;1;3;1;1470000
45;1;1;1;650000
168;1;2;2;1950000
130;1;2;2;1445000
220;1;2;2;3050000
89;1;1;2;1300000
168;1;2;2;1950000
220;1;2;2;3050000
89;1;1;2;1300000
110;1;3;1;1400000
162;1;1;1;1750000
208;1;2;1;2680000
130;1;2;1;1600000
97;1;2;1;1270000
160;1;2;2;1820000
177;2;2;1;2950000
120;1;3;1;1190000
144;1;3;2;1340000
220;1;1;2;2400000
180;1;2;2;1600000
98;1;2;1;1600000
203;1;3;2;1720000
95;2;3;1;1300000
45;1;1;1;540000
150;2;2;3;1600000
138;1;1;1;1500000
82;1;2;2;1399000
55;1;1;1;904000
110;1;2;1;1100000
100;1;3;1;1500000
340;3;3;3;5800000
140;1;2;2;1850000
170;1;1;1;1670000
240;2;2;2;2990000
85;1;2;2;1100000
270;2;3;2;5650001
208;1;2;1;2680000
190;3;3;3;2300000
130;1;2;1;1600000
90;2;3;2;1425000
240;2;1;3;3200000
54;1;2;1;9,00E+05
220;1;1;2;2150000
190;3;3;3;2300000
240;2;1;3;3200000
54;1;2;1;9,00E+05
112;1;3;1;1200000
220;1;1;2;2150000
142;1;3;2;1700000
129;1;3;1;1390000
228;1;3;1;1550000
98;1;2;1;1150000
136;1;3;1;1600000
129;1;3;1;1390000
228;1;3;1;1550000
160;1;2;1;1500000
100;1;3;1;1188000
98;1;2;1;1150000
90;2;1;2;1400000
139;2;3;2;2,00E+06
228;2;3;2;3160000
220;1;2;2;2990000
200;1;3;2;2500000
110;1;2;2;1179000
75;1;3;1;920000
126;1;3;1;1980000
180;1;3;2;2300000
325;1;3;3;7500000
110;1;3;2;1500000
95;2;3;1;1300000
210;2;3;2;3250000
127;1;2;1;2240000
220;1;3;1;2,00E+06
68;1;2;1;820000
187;1;2;2;4500000
263;3;3;3;4200000
163;3;3;2;2490000
180;3;3;3;2360000
120;1;3;1;1200000
95;2;3;1;1300000
237;1;2;2;1780000
124;2;2;2;1990000
118;1;2;2;1400000
158;1;3;1;1800000
130;1;2;2;1450000
124;1;3;2;1680000
100;1;3;1;1188000
158;1;3;1;1800000
100;1;3;1;1188000
200;2;3;1;2700000
110;1;3;1;980000
95;2;3;1;1300000
186;1;3;1;2700000
230;3;3;3;3790000
140;1;3;1;1800000
40;1;1;1;580000
205;1;1;2;2460000
89;1;2;2;1300000
160;1;1;2;1650000
130;1;2;1;1580001
80;1;2;1;990000
205;1;1;2;3,00E+06
180;1;3;1;1600000
210;1;3;2;3,00E+06
263;3;3;3;4200000
142;1;3;2;1700000
200;2;3;1;2700000
180;2;3;1;2120000
205;1;2;2;2740000
220;1;2;2;2,00E+06
190;1;1;2;2150000
134;1;3;1;1800000
87;1;3;1;880000
223;2;2;2;2600000
150;1;2;3;3500000
170;1;3;1;1778000
138;1;3;1;1300000
192;1;3;1;2090000
138;1;3;1;1700000
80;1;3;1;850000
138;1;3;1;1700000
80;1;3;1;850000
187;1;2;2;4500000
210;1;3;2;3200000
186;3;3;3;2340000
200;1;2;2;2280000
186;1;3;1;1323000
120;1;3;1;1190000
140;1;3;1;1800000
168;1;2;3;2040000
112;1;2;1;922200
163;1;2;1;1600000
66;1;1;1;9,00E+05
138;1;1;1;1680000
200;1;3;1;1200000
131;1;1;1;1500000
87;1;2;1;8,00E+05
368;3;3;2;3800000
150;1;2;3;2790000
136;1;1;1;1060000
117;1;2;1;1100000
182;1;3;1;1900000
130;1;2;2;1450000
263;3;3;2;4200000
402;3;3;3;5200000
290;1;2;2;4700000
150;2;3;3;1600000
61;1;2;2;1200000
140;1;2;1;1760000
189;1;3;1;2100000
150;1;2;3;3500000
190;1;1;2;2150000
155;1;2;2;1170000
132;1;2;2;1600000
112;1;2;1;922200
169;2;3;1;1870000
119;1;3;2;960000
155;1;2;2;1170000
180;1;3;2;1650000
132;1;2;2;1600000
112;1;2;1;922200
169;2;3;1;1870000
119;1;3;2;960000
260;2;3;1;2700000
95;2;2;1;1200000
179;3;3;2;2470000
220;1;3;1;2220000
230;2;3;3;3500000
95;2;3;1;1300000
115;1;1;2;1790000
185;1;2;1;1800000
150;2;3;3;1590000
105;2;2;1;1700000
130;1;3;2;1450000
143;1;3;1;1300000
260;1;3;2;2600000
169;1;2;1;1590000
230;1;2;3;2780001
208;1;2;1;2800000
240;1;2;1;3100000
160;1;1;1;1600000
180;1;3;2;2300000
80;1;2;1;850000
195;2;2;2;5551800
58;1;1;1;840000
55;1;1;1;1360000
140;2;3;2;1280000
96;1;3;1;1080000
58;1;1;1;840000
55;1;1;1;1360000
140;2;3;2;1280000
96;1;3;1;1080000
220;1;1;1;2,00E+06
90;1;2;1;850000
142;1;3;2;1700000
180;1;3;2;1650000
118;1;2;1;1960000
110;1;2;2;1500000
252;1;3;2;3600000
180;1;3;1;1600000
100;1;3;1;1300000
180;1;3;1;1600000
100;1;3;1;1300000
156;1;3;1;1300000
163;3;3;2;2490000
136;1;3;1;1500000
141;1;3;1;1300000
185;1;2;1;1800000
200;1;3;2;2250000
138;1;3;1;1700000
170;1;2;1;1800000
120;2;3;2;2200000
130;1;2;1;1395000
160;1;3;2;1550000
192;1;3;1;2090000
98;1;3;1;1600000
84;1;2;1;1350000
219;1;3;1;2700000
160;1;3;2;1750000
140;1;3;2;1700000
280;1;3;2;3700000
250;1;1;1;3200000
269;1;2;1;5500000
120;1;2;1;1780000
205;1;3;2;2400000
144;1;3;1;1915000
180;1;1;1;1800000
153;1;3;1;1850000
58;1;1;1;840000
86;1;3;1;985000
192;1;2;1;2350000
130;1;3;1;2200000
136;1;3;2;1600000
142;1;3;2;1700000
120;1;2;1;1780000
110;1;3;1;1400000
95;1;3;2;1350000
140;1;1;1;1500000
140;1;1;1;1500000
100;1;2;1;980000
130;1;1;1;1705000
160;1;3;2;1700000
180;1;3;2;1790000
132;1;2;3;2700000
345;1;2;2;3,00E+06
180;1;2;2;1950000
179;3;3;2;2470000
180;1;2;2;1950000
179;3;3;2;2470000
150;1;3;1;2120000
80;1;1;3;1500000
112;2;3;1;1790000
70;1;2;1;1220900
150;2;1;3;2200000
196;3;3;3;2500000
154;1;3;1;1950000
141;1;1;2;1700000
128;1;2;1;820000
280;1;2;2;5300000
86;1;3;1;1150000
128;1;1;1;955000
310;1;2;3;4500000
221;1;3;2;2200000
90;1;1;1;8,00E+05
160;3;2;1;2200000
98;1;2;1;1500000
70;1;2;1;1220900
90;1;1;2;1800000
84;1;2;1;1350000
196;3;3;3;2300000
158;1;3;1;1950000
123;1;1;1;1400000
106;1;1;1;1450000
127;1;3;1;1500000
49;1;2;1;1285000
136;1;3;1;1500000
150;1;3;2;1800000
327;2;2;3;7191800
100;1;3;2;1300000
170;3;3;2;2470000
87;1;3;1;1100000
120;1;3;1;1400000
107;1;2;1;950000
120;1;3;1;1400000
340;3;3;2;4400000
345;1;3;2;2800000
51;1;1;1;9,00E+05
225;1;2;2;3200000
270;1;3;3;4190000
120;1;3;1;1600000
100;1;2;1;1250000
140;2;3;3;2500000
200;1;3;1;2280000
45;1;1;1;650000
71;1;1;1;1490000
160;1;3;2;1750000
122;1;3;1;988000
122;2;3;2;1790000
106;1;1;1;1450000
61;1;2;2;1280000
225;1;2;2;2500000
70;1;2;1;1240050
150;1;3;2;1900000
150;2;3;3;1600000
230;1;3;2;3280000
190;2;3;2;4300000
267;1;3;2;3100000
110;1;3;1;1170000
180;1;3;2;1700000
120;1;3;2;1499000
96;1;2;1;1080000
140;1;3;1;1500000
34;1;1;1;540000
148;3;3;2;1990000
182;1;2;3;2650000
110;1;2;1;1300000
163;3;3;2;2470000
250;1;3;1;2,00E+06
145;1;2;2;1700000
122;2;3;2;1790000
169;1;3;1;2900000
227;1;3;1;3450000
135;1;3;1;1570000
141;1;3;2;1700000
300;1;3;2;3800000
135;1;3;1;1570000
225;1;3;2;2450000
144;2;2;2;2150000
120;1;2;1;1280000
146;1;3;1;1500000
85;1;2;1;750000
79;1;1;1;850000
170;1;2;2;1888000
60;1;1;1;1009900
120;1;3;1;1300000
125;1;2;1;2,00E+06
130;1;3;1;1500000
220;1;2;2;2,00E+06
102;1;2;1;1100000
141;1;3;2;1700000
94;1;2;2;1140000
140;1;1;1;1500000
116;1;2;2;949000
130;1;3;1;1500000
212;1;1;2;1990000
234;2;3;3;1800000
93;1;3;2;8,00E+05
250;1;3;2;3,00E+06
125;2;3;1;2650000
55;1;1;1;9,00E+05
287;3;1;2;4490000
300;1;2;1;2700000
136;1;3;1;1450000
120;1;2;1;1300000
93;1;3;2;8,00E+05
144;1;3;1;1915000
94;1;3;1;1200000
145;1;3;1;1600000
103;1;3;1;1050000
115;1;3;1;1170000
146;1;3;1;1650000
146;1;3;1;1280000
130;1;3;1;1500000
136;1;3;1;1450000
68;2;3;2;848000
130;1;3;1;1280000
140;1;3;1;1500000
162;1;3;1;1750000
55;1;1;1;9,00E+05
271;1;3;1;3100000
86;1;3;1;990000
137;1;2;2;1600000
140;1;3;1;1540000
140;1;3;1;1540000
120;1;3;1;1250000
220;1;3;1;2220000
100;1;3;1;1280000
111;1;2;1;1490000
151;1;3;1;1700000
292;2;2;2;2600000
70;1;2;1;1,00E+06
115;1;2;1;1390000
225;1;3;2;2750000
80;1;2;1;805000
100;1;3;1;1400000
120;1;3;2;1400000
189;1;3;1;2050000
154;1;3;1;1700000
125;2;2;1;1595000
170;1;1;2;1700000
133;1;3;1;1200000
140;1;3;1;1300000
248;1;2;2;2700000
135;1;1;3;1670000
140;1;3;2;1750000
117;1;3;1;980000
100;1;3;1;1100000
118;1;3;1;980000
120;1;3;1;1250000
187;1;2;1;1950000
160;1;3;2;1710000
112;1;2;1;940000
107;1;3;1;1150000
100;1;3;1;1100000
106;1;3;1;1300000
120;1;3;1;1250000
137;1;3;1;1750000
110;1;2;1;1200000
200;1;3;2;1640000
161;1;2;1;1340000
85;1;2;1;850000
120;1;3;1;1600000
187;1;2;1;1950000
160;1;3;2;1710000
223;2;3;2;2600000
230;2;3;2;3250000
172;1;3;1;1700000
136;1;3;3;1870000
135;1;3;2;1300000
115;2;3;1;1750000
115;1;2;1;930000
156;1;3;2;1850000
140;1;3;1;1570000
169;1;2;1;1650000
122;1;3;2;1700000
130;1;3;1;1550000
130;1;3;1;1550000
90;1;1;2;1380000
142;1;3;1;1150000
140;1;3;2;1700000
120;1;3;1;1280000
160;1;3;2;1740000
161;1;2;1;1340000
103;1;3;1;940000
140;1;3;1;1450000
120;1;2;2;1850000
140;1;2;1;1250000
156;1;3;2;1850000
340;2;3;2;4400000
140;1;3;1;1150000
190;1;3;1;2100000
130;1;1;1;1240000
189;2;3;2;2300000
180;1;2;1;1600000
240;1;3;2;1700000
73;1;3;1;848000
207;1;3;2;2300000
156;1;3;1;1850000
153;1;3;1;2150000
190;1;3;1;2200000
112;1;3;1;970000
142;1;3;1;1450000
286;3;3;2;4390000
100;1;3;1;1240000
188;1;3;2;2600000
120;1;3;1;1070000
255;3;3;3;4190000
120;1;3;2;1650000
170;1;3;1;1800000
70;1;2;1;1320000
115;1;2;2;1170000
189;2;3;2;2300000
68;2;3;2;840000
130;1;2;1;1400000
154;1;3;1;1600000
150;1;3;1;1500000
140;1;3;1;1350000
70;1;2;1;1300000
93;1;3;1;1100000
200;1;3;1;2090000
100;1;2;1;1170000
139;1;1;1;1940000
33;1;1;1;487100
189;1;3;1;1900000
178;3;3;3;2130000
175;2;3;1;1780000
120;1;3;1;1300000
151;1;3;1;1700000
155;2;1;2;2345000
154;1;3;2;1900000
120;1;3;1;1700000
187;1;3;2;2400000
189;1;3;1;1980000
287;3;3;2;4490000
139;1;3;2;1100000
70;1;2;1;1222040
138;1;3;1;1500000
70;1;2;1;1315570
150;1;3;3;2800000
62;1;2;1;1290000
81;1;2;1;1100000
34;1;1;1;540000
223;2;3;2;2650000
152;1;3;1;1850000
219;1;3;2;2600000
188;1;2;2;2600000
70;1;2;1;1315570
184;1;3;1;2300000
117;1;3;1;1100000
115;1;3;1;1350000
176;1;3;2;2390000
80;1;3;1;1280000
100;1;3;1;990000
123;1;3;1;1650000
113;2;2;1;1400000
103;2;3;1;1350000
113;2;2;1;1400000
103;2;3;1;1350000
170;1;2;2;2500000
160;1;2;1;1060000
128;1;2;1;820000
110;1;3;1;1150000
181;1;3;1;1400000
222;3;3;2;3390000
140;2;3;1;1800000
158;1;3;2;1300000
113;1;2;1;1100000
259;3;3;3;4500000
130;1;1;2;1450000
70;1;2;1;1033999
180;1;3;1;1499000
161;1;1;1;1890000
70;1;2;1;1278160
112;1;2;1;1150000
291;1;3;2;3800000
78;1;2;1;795000
70;1;2;1;1239502
203;1;3;2;2399000
187;1;3;1;2600000
180;1;1;2;2100000
82;1;3;1;850000
167;1;1;2;2300000
70;1;2;1;1278160
82;1;2;2;1399000
105;1;3;1;1200000
130;1;2;1;9,00E+05
98;2;3;1;1290000
230;3;1;2;2800000
196;3;1;3;1999000
104;1;2;1;1150000
120;1;2;1;1,00E+06
180;1;3;1;1499000
120;1;2;1;2500000
135;1;3;2;1350000
250;3;3;2;3990000
105;1;3;1;1200000
119;1;3;1;1270000
104;1;2;1;2129000
210;1;2;2;2280000
111;1;3;1;1485000
127;1;3;1;2250000
90;1;1;2;1250000
263;3;1;3;4200000
70;1;2;1;1219870
78;1;2;2;850000
189;1;3;1;2100000
230;3;1;2;2800000
90;1;3;1;840000
111;1;3;1;1350000
140;1;3;1;1500000
70;1;1;1;1259450
160;1;3;2;1580000
216;1;3;2;2400000
112;1;3;2;1700000
61;1;2;2;750000
136;2;3;2;2100000
70;1;2;1;990000
119;1;3;1;1750000
210;1;3;1;2490000
186;1;3;2;2350000
190;1;3;1;1600000
120;1;2;1;1490000
227;1;2;2;2200000
96;1;3;1;1180000
230;1;1;2;2650000
